store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,day,month,year,saless
673,2,615,1,1,0,0,18,2,2014,7424.15
83,1,367,1,0,0,0,10,6,2013,3385.61
976,3,598,1,0,0,0,18,9,2013,5192.07
637,6,518,1,0,0,0,6,4,2013,5787.96
122,2,714,1,1,0,0,7,1,2014,6847.55
898,1,1013,1,1,0,0,24,11,2014,11040.93
1080,4,710,1,0,0,0,26,6,2014,7479.63
291,1,1290,1,1,0,0,30,3,2015,13941.04
24,4,711,1,0,0,1,3,1,2013,6819.97
1096,7,0,0,0,0,0,18,8,2013,0.0
637,5,860,1,0,0,0,30,5,2014,8938.25
1002,2,850,1,1,0,0,2,6,2015,8993.12
666,1,497,1,0,0,0,10,3,2014,4704.88
1089,7,0,0,0,0,0,24,11,2013,0.0
334,6,515,1,0,0,0,31,8,2013,5115.06
300,6,951,1,0,0,1,30,8,2014,8553.69
207,1,1166,1,0,0,0,22,9,2014,8775.5
683,3,854,1,0,0,0,27,5,2015,7807.41
1094,2,394,1,1,0,0,14,5,2013,4906.31
700,4,576,1,0,0,0,9,7,2015,4783.42
959,2,744,1,0,0,0,26,8,2014,6062.18
766,7,0,0,0,0,0,22,6,2014,0.0
1011,6,977,1,0,0,0,8,6,2013,7708.27
570,5,676,1,0,0,0,13,12,2013,7342.12
685,2,689,1,1,0,0,10,9,2013,7942.46
158,3,681,1,1,0,1,16,4,2014,7582.01
66,5,522,1,0,0,1,29,5,2015,5173.51
76,2,1080,1,1,0,0,30,7,2013,9625.46
572,3,458,1,0,0,0,16,10,2013,4853.97
184,6,510,1,0,0,0,11,10,2014,5326.47
1034,5,775,1,1,0,0,6,12,2013,9159.62
559,7,0,0,0,0,0,11,8,2013,0.0
862,2,1561,1,0,0,1,23,12,2014,14508.59
171,2,962,1,1,0,0,11,11,2014,9135.32
33,7,0,0,0,0,0,7,12,2014,0.0
936,4,963,1,1,0,0,27,11,2014,8926.78
948,2,1682,1,1,0,0,18,2,2014,7051.89
371,6,551,1,0,0,0,4,5,2013,5302.37
242,1,378,1,1,0,0,5,5,2014,4789.86
133,5,622,1,0,0,0,17,1,2014,5349.57
1031,1,681,1,1,0,0,15,12,2014,8267.33
850,4,710,1,1,0,0,7,2,2013,6436.92
860,5,833,1,1,0,0,5,6,2015,9553.25
836,6,301,1,0,0,0,6,7,2013,2608.95
965,6,908,1,0,0,0,30,11,2013,8851.25
1096,1,763,1,1,0,0,26,1,2015,8274.91
504,3,836,1,1,0,1,3,9,2014,7745.69
230,1,1327,1,0,0,1,30,12,2013,10608.42
826,1,1170,1,1,0,0,2,12,2013,11413.49
975,2,767,1,1,0,1,30,7,2013,8156.61
602,2,547,1,0,0,1,28,10,2014,5118.31
953,5,553,1,1,0,0,19,9,2014,5487.92
187,6,491,1,0,0,0,2,11,2013,4546.43
792,5,599,1,0,0,0,18,10,2013,5287.69
1035,4,744,1,1,0,0,27,11,2014,6524.87
523,3,1515,1,1,0,1,29,7,2015,13101.52
723,4,461,1,0,0,1,4,4,2013,4870.4
1025,7,0,0,0,0,0,26,5,2013,0.0
18,7,0,0,0,0,0,4,1,2015,0.0
997,3,378,1,1,0,1,3,9,2014,4602.57
400,6,805,1,0,0,0,5,10,2013,6265.81
1047,2,491,1,0,0,0,9,7,2013,4235.5
819,1,472,1,0,0,0,2,9,2013,4531.14
668,1,1562,1,1,0,0,2,6,2014,13249.84
585,4,666,1,0,0,0,22,1,2015,4564.02
99,1,404,1,0,0,0,10,3,2014,3767.28
965,6,847,1,0,0,0,22,11,2014,7126.24
590,4,376,1,1,0,0,21,2,2013,4565.71
709,2,1682,1,1,0,0,2,6,2015,13753.75
58,7,0,0,0,0,0,20,10,2013,0.0
409,7,0,0,0,0,0,9,2,2014,0.0
850,6,826,1,0,0,0,4,4,2015,7828.69
1058,3,737,1,1,0,0,6,3,2013,7852.07
1067,7,0,0,0,0,0,13,4,2014,0.0
777,1,0,0,0,2,1,21,4,2014,0.0
155,3,632,1,1,0,0,21,5,2014,6766.5
598,1,871,1,1,0,0,29,6,2015,9081.46
493,2,902,1,1,0,0,1,7,2014,8858.12
628,7,0,0,0,0,1,3,8,2014,0.0
524,1,1193,1,0,0,1,30,12,2013,11610.73
966,4,585,1,0,0,1,4,4,2013,4426.99
1022,5,791,1,0,0,1,27,12,2013,6213.26
380,3,1720,1,1,0,0,5,3,2014,18443.97
132,3,579,1,1,0,0,14,1,2015,6360.29
400,5,999,1,0,0,0,26,6,2015,8359.06
988,4,790,1,1,0,0,29,8,2013,7934.85
906,2,1476,1,1,0,0,19,3,2013,14280.89
1028,2,689,1,1,0,0,5,11,2013,6473.27
1100,6,484,1,0,0,0,23,3,2013,4502.27
759,1,607,1,0,0,0,14,1,2013,5123.41
223,1,716,1,0,0,0,27,10,2014,5991.61
936,7,0,0,0,0,0,15,3,2015,0.0
780,6,341,1,0,0,0,11,7,2015,3066.38
259,5,2677,1,1,0,0,28,11,2014,12973.45
131,6,582,1,0,0,0,9,11,2013,5445.25
251,3,2241,1,1,0,0,28,1,2015,18382.6
1079,6,517,1,0,0,0,17,1,2015,5976.77
1003,3,1029,1,1,0,0,5,3,2014,9134.92
980,4,450,1,0,0,0,5,9,2013,4978.79
654,2,766,1,1,0,0,27,1,2015,7765.56
966,4,517,1,0,0,1,25,7,2013,4115.19
1020,1,929,1,0,0,0,22,9,2014,7248.16
969,3,610,1,1,0,0,19,3,2014,4709.71
1038,2,490,1,0,0,1,7,4,2015,4812.7
516,3,453,1,0,0,1,9,7,2014,4256.95
733,1,3171,1,0,0,0,14,1,2013,13897.3
595,6,1881,1,0,0,0,31,5,2014,15910.93
260,3,962,1,1,0,1,16,7,2014,8273.2
768,6,1251,1,0,0,0,2,2,2013,11157.96
940,1,627,1,0,0,0,14,1,2013,5354.8
364,4,563,1,0,0,0,27,6,2013,4422.92
506,3,763,1,0,0,1,22,7,2015,6307.86
671,3,507,1,1,0,1,29,5,2013,5892.89
300,6,862,1,0,0,0,24,1,2015,7417.32
84,2,1563,1,1,0,0,17,6,2014,14709.22
219,4,455,1,1,0,0,7,5,2015,4361.3
934,5,764,1,1,0,0,22,3,2013,7123.04
125,3,1906,1,1,0,1,1,4,2015,16090.64
176,3,757,1,1,0,0,4,12,2013,9224.96
223,2,675,1,0,0,0,26,11,2013,5815.83
326,1,429,1,1,0,0,14,7,2014,5501.27
339,2,745,1,1,0,0,27,8,2013,5536.85
872,3,659,1,0,0,1,8,4,2015,6420.93
579,7,0,0,0,0,0,23,11,2014,0.0
974,5,1599,1,0,0,0,28,2,2014,11575.01
979,7,0,0,0,0,0,12,4,2015,0.0
880,3,806,1,1,0,0,4,6,2014,7735.23
910,7,0,0,0,0,0,31,3,2013,0.0
1084,6,614,1,0,0,0,4,7,2015,5929.86
92,5,453,1,0,0,0,12,6,2015,4433.61
14,6,402,1,0,0,0,20,6,2015,3752.76
587,1,960,1,0,0,1,30,12,2013,9681.6
230,4,856,1,1,0,0,24,10,2013,6906.71
689,6,589,1,0,0,0,15,3,2014,5770.26
599,1,1096,1,1,0,0,13,5,2013,11522.21
596,7,0,0,0,0,0,22,12,2013,0.0
576,1,749,1,0,0,0,11,3,2013,4739.71
141,4,493,1,0,0,0,26,6,2014,4099.31
751,1,0,0,0,2,1,21,4,2014,0.0
877,5,925,1,0,0,0,1,3,2013,7904.94
375,2,948,1,1,0,0,23,4,2013,9265.69
230,1,988,1,0,0,0,8,12,2014,8105.08
545,3,1087,1,1,0,0,22,1,2014,11666.84
1022,1,1093,1,1,0,0,4,3,2013,10795.19
597,3,756,1,1,0,1,20,8,2014,5309.81
559,7,0,0,0,0,0,8,6,2014,0.0
1024,6,825,1,0,0,0,18,7,2015,6419.43
36,2,1205,1,1,0,0,17,3,2015,11412.45
702,2,351,1,1,0,1,28,5,2013,4071.71
623,7,0,0,0,0,0,10,2,2013,0.0
105,4,483,1,0,0,0,17,10,2013,4121.84
902,2,648,1,1,0,0,19,11,2013,6184.22
11,6,786,1,0,0,0,11,4,2015,6665.65
1039,5,629,1,0,0,0,28,6,2013,5712.78
102,1,1174,1,1,0,0,16,2,2015,10479.2
543,5,175,1,0,0,1,18,10,2013,1653.34
827,4,1910,1,0,0,1,2,1,2014,13749.93
110,3,647,1,1,0,0,8,10,2014,5847.71
945,1,698,1,1,0,1,5,1,2015,7615.98
582,3,749,1,0,0,0,12,3,2014,5381.01
554,4,428,1,0,0,0,16,1,2014,3943.57
486,2,384,1,0,0,1,8,7,2014,3712.65
637,6,520,1,0,0,0,15,2,2014,5872.41
806,5,578,1,0,0,0,31,1,2014,6184.24
887,6,462,1,0,0,0,21,6,2014,4849.21
374,6,668,1,0,0,0,4,4,2015,7100.14
1025,5,804,1,0,0,1,4,1,2013,6421.5
638,2,431,1,0,0,1,6,8,2013,4699.58
123,6,490,1,0,0,0,9,5,2015,4885.77
905,4,1108,1,1,0,0,19,2,2015,7424.19
536,5,989,1,0,0,1,5,4,2013,8683.77
763,7,0,0,0,0,0,1,2,2015,0.0
191,6,694,1,0,0,0,10,8,2013,7227.69
957,4,948,1,1,0,0,20,2,2014,8279.17
268,4,618,1,1,0,0,4,6,2015,5862.25
654,6,266,1,0,0,0,7,9,2013,2473.75
612,6,388,1,0,0,0,7,9,2013,3893.87
747,3,567,1,0,0,1,27,8,2014,5538.28
656,6,380,1,0,0,0,18,5,2013,3163.19
368,5,592,1,0,0,1,5,4,2013,6533.5
959,3,552,1,0,0,0,18,9,2013,4379.88
329,2,708,1,1,0,0,3,2,2015,8492.53
97,3,535,1,0,0,1,22,7,2015,4892.94
314,2,661,1,1,0,1,13,8,2013,7219.13
463,7,0,0,0,0,0,11,1,2015,0.0
258,1,0,0,0,1,0,20,5,2013,0.0
283,3,621,1,0,0,0,13,11,2013,5560.93
556,1,754,1,0,0,0,15,4,2013,5558.57
388,5,1211,1,1,0,0,24,1,2014,10564.52
67,3,837,1,1,0,1,3,9,2014,8963.71
725,5,677,1,1,0,0,16,1,2015,6877.56
219,4,416,1,1,0,0,6,6,2013,3277.14
1077,2,479,1,0,0,0,10,2,2015,4545.43
322,4,589,1,0,0,0,23,5,2013,4943.5
814,3,581,1,1,0,1,20,2,2013,5447.82
134,7,0,0,0,0,0,30,6,2013,0.0
54,4,657,1,0,0,0,11,7,2013,6300.04
662,5,854,1,1,0,0,26,4,2013,8743.73
126,7,0,0,0,0,0,19,4,2015,0.0
1001,6,471,1,0,0,0,30,11,2013,4383.82
657,4,598,1,0,0,0,13,2,2014,4752.05
590,4,319,1,0,0,0,14,3,2013,3484.34
193,3,0,0,0,3,1,25,12,2013,0.0
168,6,465,1,0,0,0,21,9,2013,4507.75
16,1,839,1,0,0,0,22,7,2013,6439.54
244,1,738,1,1,0,0,4,2,2013,8033.76
545,7,0,0,0,0,0,8,2,2015,0.0
1032,6,492,1,0,0,0,19,1,2013,4553.54
290,5,987,1,1,0,0,31,5,2013,11054.99
548,4,335,1,1,0,0,24,1,2013,3935.91
733,1,3508,1,1,0,1,4,8,2014,16565.35
654,4,716,1,1,0,0,6,6,2013,6681.99
272,6,377,1,0,0,0,4,5,2013,3702.83
1017,3,1176,1,1,0,0,20,3,2013,8724.3
708,2,462,1,1,0,0,20,5,2014,4855.23
819,4,454,1,1,0,0,8,1,2015,5471.65
99,3,372,1,0,0,0,26,6,2013,3733.59
982,2,710,1,0,0,0,10,12,2013,6439.52
683,5,0,0,1,2,1,3,4,2015,0.0
194,3,373,1,0,0,0,16,10,2013,3927.44
853,2,1201,1,1,0,0,30,6,2015,11558.19
53,1,650,1,1,0,1,28,4,2014,7432.12
281,4,508,1,1,0,0,7,2,2013,5725.77
101,2,879,1,1,0,0,2,9,2014,9263.48
440,5,769,1,1,0,1,5,6,2015,7780.9
994,2,435,1,1,0,0,18,3,2014,4928.44
168,2,930,1,1,0,1,30,7,2013,8815.52
48,7,0,0,0,0,0,27,10,2013,0.0
652,6,501,1,0,0,0,15,2,2014,4276.95
934,6,474,1,0,0,0,11,1,2014,4347.44
223,6,589,1,0,0,0,29,3,2014,5530.41
378,5,0,0,0,3,1,26,12,2014,0.0
865,3,624,1,1,0,0,17,7,2013,7777.25
466,5,861,1,0,0,0,31,1,2014,7638.89
789,5,546,1,0,0,0,14,2,2014,4087.46
61,7,0,0,0,0,0,7,6,2015,0.0
765,4,1068,1,1,0,0,19,12,2013,12638.97
673,1,500,1,0,0,0,23,2,2015,4937.7
258,3,444,1,0,0,0,25,6,2014,4475.71
740,3,499,1,1,0,0,8,10,2014,6585.11
1080,1,764,1,0,0,0,16,9,2013,8268.17
918,5,661,1,1,0,0,20,6,2014,6186.53
857,6,1004,1,0,0,0,22,6,2013,7758.81
837,1,482,1,1,0,0,1,7,2013,4072.04
516,7,0,0,0,0,0,1,3,2015,0.0
446,2,505,1,0,0,0,27,5,2014,4224.8
835,4,0,0,1,1,0,30,5,2013,0.0
140,7,0,0,0,0,0,3,2,2013,0.0
207,3,1584,1,1,0,0,14,8,2013,14717.53
961,4,668,1,1,0,0,29,1,2015,6355.19
772,2,507,1,1,0,0,18,3,2014,4206.98
1089,2,1050,1,1,0,0,2,9,2014,10140.96
521,3,421,1,1,0,0,5,3,2014,5407.68
823,5,600,1,0,0,0,17,1,2014,5520.41
436,6,426,1,0,0,0,14,9,2013,3601.15
483,7,0,0,0,0,0,9,3,2014,0.0
215,2,333,1,0,0,0,25,3,2014,3928.94
109,5,802,1,0,0,0,29,5,2015,7764.22
858,1,590,1,1,0,0,16,12,2013,7718.67
425,4,501,1,1,0,0,5,3,2015,5134.01
357,5,905,1,0,0,1,24,7,2015,7029.68
255,1,575,1,1,0,0,2,2,2015,7266.02
798,6,343,1,0,0,0,7,2,2015,3237.09
366,6,304,1,0,0,0,23,3,2013,2975.07
534,2,510,1,0,0,1,7,4,2015,5378.89
179,5,1176,1,1,0,0,20,6,2014,10653.94
258,2,464,1,0,0,1,3,9,2013,4458.25
693,5,384,1,0,0,1,29,8,2014,4292.88
999,4,685,1,1,0,1,24,10,2013,8131.5
834,6,492,1,0,0,0,19,4,2014,4851.23
512,4,1410,1,0,0,1,31,10,2013,6596.07
818,2,662,1,1,0,0,23,4,2013,6374.68
534,6,606,1,0,0,0,12,10,2013,6213.78
1084,2,1099,1,1,0,0,17,12,2013,12730.22
34,2,861,1,0,0,0,10,3,2015,6976.96
101,4,686,1,0,0,0,27,3,2014,6032.53
187,1,885,1,1,0,0,2,3,2015,9090.28
20,1,1041,1,1,0,0,23,9,2013,9513.33
828,7,0,0,0,0,0,26,10,2014,0.0
434,1,823,1,1,0,1,12,8,2013,10468.93
738,1,864,1,1,0,0,4,5,2015,10941.75
351,5,569,1,1,0,0,7,3,2014,6546.69
1020,4,905,1,0,0,0,30,1,2014,6748.9
86,7,0,0,0,0,0,11,8,2013,0.0
266,3,573,1,1,0,0,17,6,2015,5385.6
608,5,1024,1,1,0,0,20,6,2014,9687.07
708,5,493,1,1,0,1,21,2,2014,4912.69
734,3,605,1,1,0,0,5,2,2014,6453.66
776,7,0,0,0,0,0,7,6,2015,0.0
1060,2,853,1,1,0,0,9,4,2013,7820.59
182,2,507,1,1,0,0,29,4,2014,7074.1
542,3,431,1,0,0,0,16,1,2013,4657.43
602,1,610,1,0,0,0,6,5,2013,5526.72
101,4,777,1,1,0,0,7,11,2013,7486.51
784,7,0,0,0,0,0,30,6,2013,0.0
679,7,0,0,0,0,0,17,11,2013,0.0
535,4,793,1,0,0,1,14,8,2014,6538.55
844,4,516,1,1,0,0,6,2,2014,4923.54
595,7,0,0,0,0,0,24,5,2015,0.0
25,6,1831,1,0,0,0,30,3,2013,13475.56
416,3,1819,1,1,0,0,3,12,2014,15514.57
539,4,966,1,0,0,0,22,1,2015,8599.14
77,3,642,1,1,0,0,28,8,2013,6882.1
641,2,493,1,0,0,0,9,7,2013,4554.03
445,6,1201,1,0,0,0,10,1,2015,8321.36
318,5,822,1,1,0,0,3,5,2013,8091.04
394,3,539,1,0,0,0,13,11,2013,5747.36
761,5,1014,1,1,0,1,7,2,2014,8497.29
706,2,578,1,1,0,0,28,7,2015,7374.59
41,5,433,1,0,0,0,28,2,2014,5208.91
894,1,958,1,0,0,1,7,7,2014,7445.36
169,6,801,1,0,0,0,3,5,2014,7255.44
1012,1,0,0,0,1,0,9,6,2014,0.0
310,4,868,1,1,0,0,29,8,2013,8716.2
1003,3,847,1,1,0,0,22,1,2014,7193.97
970,3,429,1,1,0,0,28,8,2013,4388.5
239,5,627,1,1,0,0,27,9,2013,6573.75
998,1,647,1,1,0,0,16,3,2015,6658.73
278,5,692,1,0,0,0,14,6,2013,5929.93
49,2,539,1,0,0,1,26,5,2015,6140.8
603,3,0,0,1,0,1,28,8,2013,0.0
658,2,824,1,1,0,0,30,4,2013,9444.58
1072,3,786,1,1,0,0,6,2,2013,7961.66
1028,2,587,1,1,0,1,22,10,2013,5954.95
288,4,489,1,1,0,0,18,6,2015,6177.33
111,1,838,1,1,0,1,30,3,2015,10860.49
581,2,703,1,1,0,0,14,7,2015,7573.65
979,7,0,0,0,0,0,12,5,2013,0.0
644,7,0,0,0,0,0,22,2,2015,0.0
589,1,577,1,1,0,0,3,6,2013,7219.36
295,2,619,1,0,0,0,25,2,2014,4509.61
388,1,1586,1,1,0,0,18,2,2013,15195.11
9,6,621,1,0,0,0,4,10,2014,6453.34
445,4,1381,1,1,0,1,29,8,2013,10614.97
204,4,445,1,0,0,1,5,9,2013,4653.96
296,1,1011,1,1,0,0,6,10,2014,10029.46
497,7,0,0,0,0,0,24,5,2015,0.0
481,1,523,1,1,0,0,18,2,2013,6464.49
1100,6,569,1,0,0,0,6,12,2014,5904.01
588,6,614,1,0,0,0,14,12,2013,6010.07
290,2,918,1,1,0,1,7,1,2014,9015.93
1107,4,635,1,0,0,1,28,5,2015,6356.65
1019,6,820,1,0,0,0,25,1,2014,7504.24
945,5,545,1,0,0,0,17,1,2014,4696.91
770,7,0,0,0,0,0,26,10,2014,0.0
1041,4,0,0,1,1,1,15,8,2013,0.0
433,3,898,1,1,0,1,31,7,2013,8352.39
190,2,738,1,1,0,0,19,11,2013,8057.06
843,3,962,1,1,0,1,29,7,2015,8623.26
937,3,689,1,1,0,1,27,3,2013,7719.07
333,7,0,0,0,0,0,9,6,2013,0.0
302,3,337,1,1,0,0,1,10,2014,4079.03
329,7,0,0,0,0,0,29,3,2015,0.0
1034,6,290,1,0,0,0,8,11,2014,2733.75
734,6,289,1,0,0,0,10,1,2015,2965.9
892,4,861,1,1,0,0,10,10,2013,8124.61
96,4,532,1,0,0,1,4,4,2013,4763.36
578,2,762,1,0,0,0,23,6,2015,6214.48
593,3,1035,1,0,0,0,9,4,2014,7333.5
958,2,595,1,1,0,0,6,5,2014,5824.25
944,5,1135,1,1,0,1,5,9,2014,7605.17
524,5,913,1,0,0,0,15,11,2013,8353.02
311,1,1049,1,0,0,1,23,12,2013,10557.54
501,3,615,1,1,0,1,18,2,2015,6750.05
1039,3,1233,1,1,0,1,31,7,2013,10977.07
511,1,863,1,1,0,0,14,7,2014,8543.05
58,4,594,1,1,0,0,30,7,2015,7342.19
963,5,717,1,0,0,1,24,7,2015,6311.8
860,4,638,1,1,0,0,23,1,2014,4907.24
114,1,515,1,0,0,0,8,6,2015,4871.68
20,3,753,1,0,0,1,13,2,2013,6327.89
33,4,743,1,1,0,0,20,6,2013,7279.79
255,2,621,1,1,0,0,19,2,2013,6618.18
458,7,0,0,0,0,0,21,9,2014,0.0
963,6,354,1,0,0,0,24,8,2013,3305.84
167,7,0,0,0,0,0,7,6,2015,0.0
849,6,861,1,0,0,0,18,4,2015,8067.3
208,7,0,0,0,0,0,29,6,2014,0.0
85,6,687,1,0,0,0,9,11,2013,6439.35
341,7,0,0,0,0,0,3,8,2014,0.0
841,5,425,1,0,0,0,13,3,2015,3665.22
234,3,787,1,0,0,0,27,11,2013,7736.76
333,7,0,0,0,0,0,12,10,2014,0.0
78,7,0,0,0,0,0,14,4,2013,0.0
764,7,0,0,0,0,0,12,1,2014,0.0
5,7,0,0,0,0,0,8,9,2013,0.0
547,6,688,1,0,0,0,4,4,2015,6657.24
705,6,686,1,0,0,0,3,5,2014,6662.09
244,5,534,1,0,0,1,27,12,2013,5525.16
513,3,1681,1,0,0,0,10,12,2014,13673.31
894,6,753,1,0,0,0,22,3,2014,6504.83
974,2,1806,1,1,0,0,5,2,2013,13905.6
814,7,0,0,0,0,0,15,6,2014,0.0
989,5,637,1,1,0,0,20,3,2015,5778.9
135,7,0,0,0,0,0,22,9,2013,0.0
425,1,590,1,1,0,0,13,4,2015,6240.2
875,6,352,1,0,0,0,10,8,2013,3125.77
914,7,0,0,0,0,0,8,6,2014,0.0
1017,4,0,0,0,1,0,3,10,2013,0.0
880,1,0,0,0,1,0,25,5,2015,0.0
813,1,845,1,1,0,0,17,3,2014,8884.49
374,1,1097,1,1,0,0,5,5,2014,10632.57
883,3,417,1,0,0,1,22,7,2015,4196.61
348,4,665,1,0,0,1,22,8,2013,6557.18
529,5,777,1,1,0,0,26,4,2013,8105.37
